"","ccSVM","SVM","ccOPLS","OPLS","ccnox0","nox0"
"auc",0.496498566508224,0,0.934581756119709,0.924872499084574,0.719159171166586,0.655129602656097
"left",0.426066370153532,0,0.913552652749397,0.901990650263959,0.662732493554281,0.596278427835795
"right",0.566930762862916,0,0.955610859490021,0.947754347905189,0.775585848778891,0.7139807774764
