"","ccSVM","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0.277511961722488,0.571428571428571,0.352941176470588,0.265,0.578947368421053,0.597883597883598,0.445,0.597222222222222,0.486772486772487,0.592592592592593,0.647727272727273,0.5625,0.386243386243386,0.541666666666667,0.635555555555556,0.55026455026455,0.574162679425837,0.598086124401914,0.736607142857143,0.310185185185185
"2",0.361990950226244,0.311004784688995,0.71957671957672,0.423611111111111,0.625,0.5311004784689,0.722222222222222,0.698863636363636,0.418552036199095,0.486111111111111,0.329192546583851,0.619318181818182,0.39,0.357142857142857,0.409090909090909,0.58,0.317307692307692,0.720496894409938,0.502645502645503,0.211180124223602
"3",0.472,0.51,0.604166666666667,0.583732057416268,0.518518518518519,0.478260869565217,0.560846560846561,0.440191387559809,0.291866028708134,0.435185185185185,0.521739130434783,0.611607142857143,0.344497607655502,0.334928229665072,0.5,0.71957671957672,0.571428571428571,0.326388888888889,0.482954545454546,0.597222222222222
"4",0.426136363636364,0.380952380952381,0.772486772486772,0.507936507936508,0.708074534161491,0.574074074074074,0.605,0.43,0.540372670807453,0.392344497607655,0.579185520361991,0.32,0.544973544973545,0.222222222222222,0.965277777777778,0.449074074074074,0.470899470899471,0.751196172248804,0.397727272727273,0.482954545454546
"5",0.484210526315789,0.263157894736842,0.389473684210526,0.47979797979798,0.315789473684211,0.773809523809524,0.717391304347826,0.456521739130435,0.798701298701299,0.172222222222222,0.509803921568627,0.357142857142857,0.55952380952381,0.465686274509804,0.409090909090909,0.571428571428571,0.277777777777778,0.32843137254902,0.25,0.601190476190476
