"","KOPLS","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0.904306220095694,0.955357142857143,1,0.885167464114832,0.782805429864253,0.865,0.978835978835979,0.962732919254658,0.965,0.942583732057416,0.973544973544973,0.92,0.947368421052632,0.962962962962963,0.944444444444444,0.878306878306878,0.825396825396825,0.921296296296296,0.931216931216931,0.9375
"2",0.918552036199095,1,0.935,0.936,0.947089947089947,0.941798941798942,0.965909090909091,0.795,0.962962962962963,0.925925925925926,0.886877828054299,0.892045454545455,0.954545454545454,0.88,0.950310559006211,0.961722488038277,0.952153110047847,1,0.898148148148148,0.913875598086124
"3",0.952,0.829545454545454,0.920634920634921,0.923444976076555,0.987577639751553,0.888888888888889,0.911111111111111,0.937799043062201,0.930555555555556,0.862222222222222,0.973544973544973,0.976076555023923,0.856459330143541,0.921296296296296,0.914772727272727,0.95,0.947089947089947,0.930555555555556,0.91304347826087,0.952380952380952
"4",0.960227272727273,0.931216931216931,0.892857142857143,1,0.965,0.936507936507937,0.895833333333333,0.97,0.904761904761905,0.944444444444445,0.761904761904762,0.96,0.909090909090909,0.9,0.881987577639752,0.93167701863354,0.9375,0.923611111111111,0.972850678733032,0.952380952380952
"5",0.9,0.944444444444444,0.911111111111111,0.956730769230769,0.863095238095238,1,0.938888888888889,0.938888888888889,0.82,0.963768115942029,0.974025974025974,0.845238095238095,0.922222222222222,0.942028985507246,0.951923076923077,0.931578947368421,0.910526315789474,0.768115942028986,0.971014492753623,0.921052631578947
