"","nox0","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0.62200956937799,0.71875,0.992,0.636363636363636,0.601809954751131,0.68,0.380952380952381,0.86335403726708,0.625,0.416267942583732,0.64021164021164,0.645,0.741626794258373,0.804232804232804,0.430555555555555,0.624338624338624,0.613756613756614,0.638888888888889,0.698412698412698,0.755681818181818
"2",0.714932126696833,0.614906832298137,0.7,0.384,0.756613756613757,0.597883597883598,0.619318181818182,0.525,0.462962962962963,0.656084656084656,0.647058823529412,0.755681818181818,0.761363636363636,0.73,0.627329192546584,0.559808612440191,0.736842105263158,0.69377990430622,0.736111111111111,0.622009569377991
"3",0.648,0.443181818181818,0.645502645502645,0.751196172248804,0.813664596273292,0.548611111111111,0.742222222222222,0.717703349282297,0.740740740740741,0.497777777777778,0.777777777777778,0.751196172248804,0.732057416267943,0.537037037037037,0.488636363636364,0.615,0.470899470899471,0.675925925925926,0.590062111801242,0.825396825396825
"4",0.75,0.71957671957672,0.696428571428572,0.559006211180124,0.76,0.64021164021164,0.506944444444444,0.7,0.793650793650794,0.527777777777778,0.423280423280423,0.72,0.556818181818182,0.73,0.515527950310559,0.701863354037267,0.767045454545455,0.652777777777778,0.710407239819005,0.772486772486773
"5",0.678947368421053,0.827777777777778,0.5,0.745192307692308,0.648809523809524,0.576923076923077,0.527777777777778,0.711111111111111,0.19,0.760869565217391,0.909090909090909,0.636904761904762,0.766666666666667,0.72463768115942,0.528846153846154,0.668421052631579,0.789473684210526,0.565217391304348,0.840579710144927,0.668421052631579
