"","X","KOPLS","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1",0.904306220095694,0.955357142857143,1,0.870813397129187,0.782805429864253,0.865,0.978835978835979,0.956521739130435,0.97,0.942583732057416,0.973544973544973,0.92,0.947368421052632,0.962962962962963,0.944444444444444,0.878306878306878,0.825396825396825,0.902777777777778,0.925925925925926,0.9375,0.944444444444444,0.909502262443439,0.916666666666667,0.925465838509317,0.935,0.909090909090909,0.925465838509317,0.990430622009569,0.904761904761905,0.926136363636364,0.933014354066986,0.944099378881987,0.99537037037037,0.909090909090909,0.915,0.928,0.952380952380952,0.966507177033493,0.841269841269841,0.828054298642534,0.95,0.939814814814815,0.962962962962963,0.903409090909091,0.9375,0.8125,0.895,0.972222222222222,0.888,0.923444976076555
"2",0.909502262443439,1,0.935,0.936,0.947089947089947,0.941798941798942,0.965909090909091,0.795,0.962962962962963,0.925925925925926,0.886877828054299,0.903409090909091,0.960227272727273,0.88,0.950310559006211,0.966507177033493,0.952153110047847,1,0.898148148148148,0.913875598086124,0.965909090909091,0.973214285714286,0.967592592592593,0.99537037037037,0.935185185185185,0.892045454545455,0.952380952380952,0.956521739130435,1,0.941798941798942,0.95,0.99,0.900452488687783,0.945701357466063,0.955,1,0.907407407407407,0.837320574162679,0.930555555555555,0.931216931216931,0.903409090909091,0.96,0.91,0.961722488038278,0.951388888888889,0.909722222222222,0.968253968253968,0.861244019138756,0.945701357466063,0.931818181818182
"3",0.952,0.829545454545454,0.920634920634921,0.923444976076555,0.987577639751553,0.888888888888889,0.911111111111111,0.937799043062201,0.930555555555556,0.862222222222222,0.968253968253968,0.976076555023923,0.851674641148325,0.921296296296296,0.914772727272727,0.95,0.947089947089947,0.967592592592593,0.91304347826087,0.952380952380952,0.955,0.931818181818182,0.923444976076555,0.930555555555556,0.905,0.93,0.86,0.885167464114832,0.88,0.892857142857143,0.888,0.931818181818182,0.906832298136646,0.868055555555555,0.958333333333333,0.892045454545455,0.907407407407407,1,0.952380952380952,0.9375,0.900621118012422,0.941176470588235,0.894409937888199,0.915,0.95475113122172,0.947368421052632,0.885167464114833,0.94,0.838509316770186,0.92
"4",0.948863636363636,0.936507936507937,0.870535714285714,1,0.965,0.920634920634921,0.888888888888889,0.97,0.915343915343915,0.944444444444445,0.761904761904762,0.945,0.909090909090909,0.9,0.875776397515528,0.93167701863354,0.9375,0.923611111111111,0.972850678733032,0.952380952380952,0.825,0.925925925925926,0.962732919254658,0.937888198757764,0.98,0.93167701863354,1,0.916666666666667,0.980861244019139,0.903409090909091,0.945701357466063,0.900452488687783,0.937888198757764,0.960227272727273,0.94,0.884444444444444,0.832,0.984126984126984,0.916666666666667,1,0.92822966507177,0.826086956521739,0.995215311004785,0.945,0.857777777777778,1,0.955,0.95,0.975155279503106,0.952153110047847
"5",0.9,0.944444444444444,0.916666666666667,0.956730769230769,0.886904761904762,1,0.938888888888889,0.938888888888889,0.88,0.978260869565217,0.974025974025974,0.851190476190476,0.922222222222222,0.942028985507246,0.951923076923077,0.931578947368421,0.9,0.768115942028986,0.971014492753623,0.921052631578947,0.948051948051948,0.923076923076923,0.909090909090909,0.833333333333333,0.941666666666667,0.919191919191919,0.913461538461539,0.86231884057971,0.894736842105263,0.928571428571429,0.875,0.861111111111111,0.880952380952381,0.911764705882353,0.868686868686869,0.94949494949495,1,0.813725490196078,0.934343434343434,0.971014492753623,0.909090909090909,0.958333333333333,0.826315789473684,0.904761904761905,0.954545454545454,0.922222222222222,0.88961038961039,0.884210526315789,0.90952380952381,0.948051948051948
